,image_type,oddball,mark,rts,resps
0,0,0,2,1.1260170000029759,m
1,1,0,0,0.5168958000041659,z
2,0,0,2,0.5168960000000482,m
3,1,0,0,0.4837719999992556,z
4,0,0,2,0.5001251999992036,m
5,0,0,2,0.48345089999814195,m
6,0,0,2,0.3506172999999928,m
7,1,0,0,0.4335840999979812,z
8,1,0,0,0.400591399996034,z
9,1,0,0,0.4003647000026944,z
10,1,0,0,0.41697530000414895,z
11,1,0,0,0.38380449999701494,z
12,1,0,0,0.3670721999993707,z
13,1,0,0,0.3855169999976138,z
14,0,0,2,0.5169179999999773,m
15,1,0,0,0.46712080000064526,z
16,0,0,2,0.5834992999987392,m
17,0,0,2,0.5004383999992599,m
18,1,0,0,0.5167958000012638,z
19,0,0,2,0.4838827999988451,m
20,0,0,2,0.5005375999975907,m
21,0,0,2,0.41708219999842955,m
22,0,0,2,0.36717589999965194,m
23,0,0,2,0.3837783999998359,m
24,0,0,2,0.3507237000002912,m
25,1,0,0,0.4669370000006441,z
26,0,0,2,0.46696040000257866,m
27,0,0,2,0.36683779999987753,m
28,0,0,2,0.38374029999885617,m
29,1,0,0,0.41699609999924947,z
30,1,0,0,0.417432199999229,z
31,1,1,1,0.41715189999927027,z
32,0,0,2,0.46715240000105296,m
33,0,0,2,0.4335764999983369,m
34,0,0,2,0.38367940000091605,m
35,1,0,0,0.45041919999933033,z
36,0,0,2,0.4335911000000401,m
37,0,1,3,0.3670433000020137,m
38,1,1,1,0.4333421999972129,z
39,1,0,0,0.4504728999983978,z
40,1,0,0,0.41693070000150745,z
41,1,0,0,0.4002393000026734,z
42,0,0,2,0.5166653000021042,z
43,0,0,2,0.66677759999927,m
44,1,0,0,0.5004101999994348,z
45,0,0,2,0.6501729000024536,m
46,0,0,2,0.6167526000018362,z
47,0,0,2,0.38361499999979687,m
48,1,0,0,0.5003432000004335,z
49,0,0,2,0.5671044000005518,m
50,1,0,0,0.5503527999995474,z
51,0,1,3,0.8833774999997881,m
52,1,0,0,0.4835492999974269,z
53,1,0,0,0.5003298000015262,z
54,0,0,2,0.4528601999999349,m
55,0,0,2,0.38401810000137737,m
56,0,0,2,0.3671731999957908,m
57,1,0,0,0.4173101000032271,z
58,0,0,2,0.40218100000239154,m
59,0,0,2,0.3520925000012478,m
60,0,0,2,0.38433980000301715,m
61,0,0,2,0.45089190000079027,z
62,1,0,0,0.5672408000033662,z
63,1,0,0,0.4013794999999871,z
64,1,0,0,0.4010368000001565,z
65,0,0,2,0.45041230000131627,m
66,1,0,0,0.5333344999988823,z
67,1,0,0,0.4672491000023731,z
68,1,1,1,0.4670579999996436,z
69,1,0,0,0.5167283999964203,z
70,0,0,2,0.48369600000226587,m
71,1,0,0,0.5003284000029398,z
72,0,0,2,0.48382229999996107,m
73,0,0,2,0.3838292999995918,m
